00000001    0046B238    N/A N/A N/A
00000002    0014C320    N/A N/A N/A
00000003    00122A10    N/A N/A N/A
00000004    000B8EA4    0003    006A8FAF    AlpcGetHeaderSize
00000813    002E2D90    0812    006B4DA6    TmTransactionManagerObjectType
00000814    002E2D98    0813    006B4DC5    TmTransactionObjectType
00000815    0011232C    0814    006B4DDD    VerSetConditionMask
00000816    0012483C    0815    006B4DF1    VfFailDeviceNode
00000817    002343EC    0816    006B4E02    VfFailDriver
00000818    00234414    0817    006B4E0F    VfFailSystemBIOS
00000819    00234448    0818    006B4E20    VfInsertContext
0000081A    0012486C    0819    006B4E30    VfIsVerificationEnabled
0000081B    002344E4    081A    006B4E48    VfQueryDeviceContext
0000081C    00234710    081B    006B4E5D    VfQueryDispatchTable
0000081D    00234500    081C    006B4E72    VfQueryDriverContext
0000081E    0023451C    081D    006B4E87    VfQueryIrpContext
0000081F    00234560    081E    006B4E99    VfQueryThreadContext
00000820    00234578    081F    006B4EAE    VfRemoveContext
00000821    005A5C48    0820    006B4EBE    WheaAddErrorSource
00000822    005A5634    0821    006B4ED1    WheaAttemptPhysicalPageOffline
00000823    0037AF44    0822    006B4EF0    WheaConfigureErrorSource
00000824    001BCD04    0823    006B4F09    WheaDeferredRecoveryService
00000825    001BD028    0824    006B4F25    WheaGetErrorSource
00000826    00139CBC    0825    006B4F38    WheaInitializeDeferredRecoveryObject
00000827    001BD810    0826    006B4F5D    WheaInitializeRecordHeader
00000828    005A56F8    0827    006B4F78    WheaRegisterInUsePageOfflineNotification
00000829    001BD050    0828    006B4FA1    WheaReportHwError
0000082A    001BCD2C    0829    006B4FB3    WheaRequestDeferredRecovery
0000082B    005A5878    082A    006B4FCF    WheaUnregisterInUsePageOfflineNotification
0000082C    00236C70    082B    006B4FFA    WmiGetClock
0000082D    00495294    082C    006B5006    WmiQueryTraceInformation
0000082E    000FCE48    082D    006B501F    WmiTraceMessage
0000082F    00236CD4    082E    006B502F    WmiTraceMessageVa
00000830    0023EFF0    082F    006B5041    XIPDispatch
00000831    0014B140    0830    006B504D    ZwAccessCheckAndAuditAlarm
00000832    0014B940    0831    006B5068    ZwAddBootEntry
00000833    0014B960    0832    006B5077    ZwAddDriverEntry
00000834    0014B440    0833    006B5088    ZwAdjustPrivilegesToken
00000835    0014B9E0    0834    006B50A0    ZwAlertThread
00000836    0014BA20    0835    006B50AE    ZwAllocateLocallyUniqueId
00000837    0014AF20    0836    006B50C8    ZwAllocateVirtualMemory
00000838    0014BAA0    0837    006B50E0    ZwAlpcAcceptConnectPort
00000839    0014BAC0    0838    006B50F8    ZwAlpcCancelMessage
0000083A    0014BAE0    0839    006B510C    ZwAlpcConnectPort
0000083B    0014BB00    083A    006B511E    ZwAlpcConnectPortEx
0000083C    0014BB20    083B    006B5132    ZwAlpcCreatePort
0000083D    0014BB40    083C    006B5143    ZwAlpcCreatePortSection
0000083E    0014BB60    083D    006B515B    ZwAlpcCreateResourceReserve
0000083F    0014BB80    083E    006B5177    ZwAlpcCreateSectionView
00000840    0014BBA0    083F    006B518F    ZwAlpcCreateSecurityContext
00000841    0014BBC0    0840    006B51AB    ZwAlpcDeletePortSection
00000842    0014BBE0    0841    006B51C3    ZwAlpcDeleteResourceReserve
00000843    0014BC00    0842    006B51DF    ZwAlpcDeleteSectionView
00000844    0014BC20    0843    006B51F7    ZwAlpcDeleteSecurityContext
00000845    0014BC40    0844    006B5213    ZwAlpcDisconnectPort
00000846    0014BCC0    0845    006B5228    ZwAlpcQueryInformation
00000847    0014BD20    0846    006B523F    ZwAlpcSendWaitReceivePort
00000848    0014BD40    0847    006B5259    ZwAlpcSetInformation
00000849    0014BD80    0848    006B526E    ZwAssignProcessToJobObject
0000084A    0014BDA0    0849    006B5289    ZwAssociateWaitCompletionPacket
0000084B    0014B7C0    084A    006B52A9    ZwCancelIoFile
0000084C    0014BDC0    084B    006B52B8    ZwCancelIoFileEx
0000084D    0014B840    084C    006B52C9    ZwCancelTimer
0000084E    0014B3E0    084D    006B52D7    ZwClearEvent
0000084F    0014AE00    084E    006B52E4    ZwClose
00000850    0014B380    084F    006B52EC    ZwCloseObjectAuditAlarm
00000851    0014BE40    0850    006B5304    ZwCommitComplete
00000852    0014BE60    0851    006B5315    ZwCommitEnlistment
00000853    0014BE80    0852    006B5328    ZwCommitTransaction
00000854    0014BF20    0853    006B533C    ZwConnectPort
00000855    0014BF60    0854    006B534A    ZwCreateDirectoryObject
00000856    0014BFA0    0855    006B5362    ZwCreateEnlistment
00000857    0014B520    0856    006B5375    ZwCreateEvent
00000858    0014B6C0    0857    006B5383    ZwCreateFile
00000859    0014C000    0858    006B5390    ZwCreateIoCompletion
0000085A    0014C020    0859    006B53A5    ZwCreateJobObject
0000085B    0014AFC0    085A    006B53B7    ZwCreateKey
0000085C    0014C060    085B    006B53C3    ZwCreateKeyTransacted
0000085D    0014C1E0    085C    006B53D9    ZwCreateResourceManager
0000085E    0014B560    085D    006B53F1    ZwCreateSection
0000085F    0014C220    085E    006B5401    ZwCreateSymbolicLinkObject
00000860    0014C260    085F    006B541C    ZwCreateTimer
00000861    0014C2E0    0860    006B542A    ZwCreateTransaction
00000862    0014C300    0861    006B543E    ZwCreateTransactionManager
00000863    0014C340    0862    006B5459    ZwCreateWaitCompletionPacket
00000864    0014C380    0863    006B5476    ZwCreateWnfStateName
00000865    0014C420    0864    006B548B    ZwDeleteBootEntry
00000866    0014C440    0865    006B549D    ZwDeleteDriverEntry
00000867    0014C460    0866    006B54B1    ZwDeleteFile
00000868    0014C480    0867    006B54BE    ZwDeleteKey
00000869    0014C4E0    0868    006B54CA    ZwDeleteValueKey
0000086A    0014C500    0869    006B54DB    ZwDeleteWnfStateData
0000086B    0014C520    086A    006B54F0    ZwDeleteWnfStateName
0000086C    0014AD00    086B    006B5505    ZwDeviceIoControlFile
0000086D    0014C560    086C    006B551B    ZwDisplayString
0000086E    0014B3A0    086D    006B552B    ZwDuplicateObject
0000086F    0014B460    086E    006B553D    ZwDuplicateToken
00000870    0014C5C0    086F    006B554E    ZwEnumerateBootEntries
00000871    0014C5E0    0870    006B5565    ZwEnumerateDriverEntries
00000872    0014B260    0871    006B557E    ZwEnumerateKey
00000873    0014C620    0872    006B558D    ZwEnumerateTransactionObject
00000874    0014AE80    0873    006B55AA    ZwEnumerateValueKey
00000875    0014B580    0874    006B55BE    ZwFlushBuffersFile
00000876    0014C6C0    0875    006B55D1    ZwFlushBuffersFileEx
00000877    0014C700    0876    006B55E6    ZwFlushInstructionCache
00000878    0014C720    0877    006B55FE    ZwFlushKey
00000879    0014C760    0878    006B5609    ZwFlushVirtualMemory
0000087A    0014AFE0    0879    006B561E    ZwFreeVirtualMemory
0000087B    0014B340    087A    006B5632    ZwFsControlFile
0000087C    0014C920    087B    006B5642    ZwGetNotificationResourceManager
0000087D    0014C960    087C    006B5663    ZwImpersonateAnonymousToken
0000087E    0014C9E0    087D    006B567F    ZwInitiatePowerAction
0000087F    0014B600    087E    006B5695    ZwIsProcessInJob
00000880    0014CA60    087F    006B56A6    ZwLoadDriver
00000881    0014CA80    0880    006B56B3    ZwLoadKey
00000882    0014CAC0    0881    006B56BD    ZwLoadKeyEx
00000883    0014CAE0    0882    006B56C9    ZwLockFile
00000884    0014CB00    0883    006B56D4    ZwLockProductActivationKeys
00000885    0014CB40    0884    006B56F0    ZwLockVirtualMemory
00000886    0014CB80    0885    006B5704    ZwMakeTemporaryObject
00000887    0014B120    0886    006B571A    ZwMapViewOfSection
00000888    0014CBE0    0887    006B572D    ZwModifyBootEntry
00000889    0014CC00    0888    006B573F    ZwModifyDriverEntry
0000088A    0014CC40    0889    006B5753    ZwNotifyChangeKey
0000088B    0014CC80    088A    006B5765    ZwNotifyChangeSession
0000088C    0014B720    088B    006B577B    ZwOpenDirectoryObject
0000088D    0014CCA0    088C    006B5791    ZwOpenEnlistment
0000088E    0014B420    088D    006B57A2    ZwOpenEvent
0000088F    0014B280    088E    006B57AE    ZwOpenFile
00000890    0014CD00    088F    006B57B9    ZwOpenJobObject
00000891    0014AE60    0890    006B57C9    ZwOpenKey
00000892    0014CD20    0891    006B57D3    ZwOpenKeyEx
00000893    0014CD40    0892    006B57DF    ZwOpenKeyTransacted
00000894    0014CD60    0893    006B57F3    ZwOpenKeyTransactedEx
00000895    0014B0E0    0894    006B5809    ZwOpenProcess
00000896    0014CE00    0895    006B5817    ZwOpenProcessToken
00000897    0014B220    0896    006B582A    ZwOpenProcessTokenEx
00000898    0014CE20    0897    006B583F    ZwOpenResourceManager
00000899    0014B300    0898    006B5855    ZwOpenSection
0000089A    0014CE60    0899    006B5863    ZwOpenSession
0000089B    0014CE80    089A    006B5871    ZwOpenSymbolicLinkObject
0000089C    0014CEA0    089B    006B588A    ZwOpenThread
0000089D    0014B0A0    089C    006B5897    ZwOpenThreadToken
0000089E    0014B200    089D    006B58A9    ZwOpenThreadTokenEx
0000089F    0014CEC0    089E    006B58BD    ZwOpenTimer
000008A0    0014CEE0    089F    006B58C9    ZwOpenTransaction
000008A1    0014CF00    08A0    006B58DB    ZwOpenTransactionManager
000008A2    0014B800    08A1    006B58F4    ZwPowerInformation
000008A3    0014CF40    08A2    006B5907    ZwPrePrepareComplete
000008A4    0014CF60    08A3    006B591C    ZwPrePrepareEnlistment
000008A5    0014CF80    08A4    006B5933    ZwPrepareComplete
000008A6    0014CFA0    08A5    006B5945    ZwPrepareEnlistment
000008A7    0014D020    08A6    006B5959    ZwPropagationComplete
000008A8    0014D040    08A7    006B596F    ZwPropagationFailed
000008A9    0014B620    08A8    006B5983    ZwProtectVirtualMemory
000008AA    0014D060    08A9    006B599A    ZwPulseEvent
000008AB    0014D080    08AA    006B59A7    ZwQueryBootEntryOrder
000008AC    0014D0A0    08AB    006B59BD    ZwQueryBootOptions
000008AD    0014AEC0    08AC    006B59D0    ZwQueryDefaultLocale
000008AE    0014B4A0    08AD    006B59E5    ZwQueryDefaultUILanguage
000008AF    0014B2C0    08AE    006B59FE    ZwQueryDirectoryFile
000008B0    0014D0E0    08AF    006B5A13    ZwQueryDirectoryObject
000008B1    0014D100    08B0    006B5A2A    ZwQueryDriverEntryOrder
000008B2    0014D120    08B1    006B5A42    ZwQueryEaFile
000008B3    0014D140    08B2    006B5A50    ZwQueryFullAttributesFile
000008B4    0014D180    08B3    006B5A6A    ZwQueryInformationEnlistment
000008B5    0014AE40    08B4    006B5A87    ZwQueryInformationFile
000008B6    0014D1A0    08B5    006B5A9E    ZwQueryInformationJobObject
000008B7    0014AF40    08B6    006B5ABA    ZwQueryInformationProcess
000008B8    0014D1E0    08B7    006B5AD4    ZwQueryInformationResourceManager
000008B9    0014B0C0    08B8    006B5AF6    ZwQueryInformationThread
000008BA    0014B040    08B9    006B5B0F    ZwQueryInformationToken
000008BB    0014D200    08BA    006B5B27    ZwQueryInformationTransaction
000008BC    0014D220    08BB    006B5B45    ZwQueryInformationTransactionManager
000008BD    0014D260    08BC    006B5B6A    ZwQueryInstallUILanguage
000008BE    0014AEE0    08BD    006B5B83    ZwQueryKey
000008BF    0014D2C0    08BE    006B5B8E    ZwQueryLicenseValue
000008C0    0014AE20    08BF    006B5BA2    ZwQueryObject
000008C1    0014D380    08C0    006B5BB0    ZwQueryQuotaInformationFile
000008C2    0014B640    08C1    006B5BCC    ZwQuerySection
000008C3    0014D3A0    08C2    006B5BDB    ZwQuerySecurityAttributesToken
000008C4    0014D3C0    08C3    006B5BFA    ZwQuerySecurityObject
000008C5    0014D400    08C4    006B5C10    ZwQuerySymbolicLinkObject
000008C6    0014D440    08C5    006B5C2A    ZwQuerySystemEnvironmentValueEx
000008C7    0014B2E0    08C6    006B5C4A    ZwQuerySystemInformation
000008C8    0014D460    08C7    006B5C63    ZwQuerySystemInformationEx
000008C9    0014AF00    08C8    006B5C7E    ZwQueryValueKey
000008CA    0014B080    08C9    006B5C8E    ZwQueryVirtualMemory
000008CB    0014B540    08CA    006B5CA3    ZwQueryVolumeInformationFile
000008CC    0014D4A0    08CB    006B5CC0    ZwQueryWnfStateData
000008CD    0014D4C0    08CC    006B5CD4    ZwQueryWnfStateNameInformation
000008CE    0014ACE0    08CD    006B5CF3    ZwReadFile
000008CF    0014D540    08CE    006B5CFE    ZwReadOnlyEnlistment
000008D0    0014D560    08CF    006B5D13    ZwRecoverEnlistment
000008D1    0014D580    08D0    006B5D27    ZwRecoverResourceManager
000008D2    0014D5A0    08D1    006B5D40    ZwRecoverTransactionManager
000008D3    0014AD40    08D2    006B5D5C    ZwRemoveIoCompletion
000008D4    0014D640    08D3    006B5D71    ZwRemoveIoCompletionEx
000008D5    0014D680    08D4    006B5D88    ZwRenameKey
000008D6    0014D6C0    08D5    006B5D94    ZwReplaceKey
000008D7    0014D720    08D6    006B5DA1    ZwRequestPort
000008D8    0014B060    08D7    006B5DAF    ZwRequestWaitReplyPort
000008D9    0014D740    08D8    006B5DC6    ZwResetEvent
000008DA    0014D780    08D9    006B5DD3    ZwRestoreKey
000008DB    0014D7C0    08DA    006B5DE0    ZwRollbackComplete
000008DC    0014D7E0    08DB    006B5DF3    ZwRollbackEnlistment
000008DD    0014D800    08DC    006B5E08    ZwRollbackTransaction
000008DE    0014D840    08DD    006B5E1E    ZwSaveKey
000008DF    0014D860    08DE    006B5E28    ZwSaveKeyEx
000008E0    0014D8A0    08DF    006B5E34    ZwSecureConnectPort
000008E1    0014D8E0    08E0    006B5E48    ZwSetBootEntryOrder
000008E2    0014D900    08E1    006B5E5C    ZwSetBootOptions
000008E3    0014D920    08E2    006B5E6D    ZwSetCachedSigningLevel
000008E4    0014D9A0    08E3    006B5E85    ZwSetDefaultLocale
000008E5    0014D9C0    08E4    006B5E98    ZwSetDefaultUILanguage
000008E6    0014D9E0    08E5    006B5EAF    ZwSetDriverEntryOrder
000008E7    0014DA00    08E6    006B5EC5    ZwSetEaFile
000008E8    0014ADE0    08E7    006B5ED1    ZwSetEvent
000008E9    0014DAA0    08E8    006B5EDC    ZwSetInformationEnlistment
000008EA    0014B100    08E9    006B5EF7    ZwSetInformationFile
000008EB    0014DAC0    08EA    006B5F0C    ZwSetInformationJobObject
000008EC    0014DAE0    08EB    006B5F26    ZwSetInformationKey
000008ED    0014B7A0    08EC    006B5F3A    ZwSetInformationObject
000008EE    0014AFA0    08ED    006B5F51    ZwSetInformationProcess
000008EF    0014DB00    08EE    006B5F69    ZwSetInformationResourceManager
000008F0    0014ADC0    08EF    006B5F89    ZwSetInformationThread
000008F1    0014DB20    08F0    006B5FA0    ZwSetInformationToken
000008F2    0014DB40    08F1    006B5FB6    ZwSetInformationTransaction
000008F3    0014DB80    08F2    006B5FD2    ZwSetInformationVirtualMemory
000008F4    0014DC80    08F3    006B5FF0    ZwSetQuotaInformationFile
000008F5    0014DCA0    08F4    006B600A    ZwSetSecurityObject
000008F6    0014DCE0    08F5    006B601E    ZwSetSystemEnvironmentValueEx
000008F7    0014DD00    08F6    006B603C    ZwSetSystemInformation
000008F8    0014DD40    08F7    006B6053    ZwSetSystemTime
000008F9    0014B860    08F8    006B6063    ZwSetTimer
000008FA    0014DDA0    08F9    006B606E    ZwSetTimerEx
000008FB    0014B820    08FA    006B607B    ZwSetValueKey
000008FC    0014DE00    08FB    006B6089    ZwSetVolumeInformationFile
000008FD    0014DF80    08FC    006B60A4    ZwTerminateJobObject
000008FE    0014B1A0    08FD    006B60B9    ZwTerminateProcess
000008FF    0014B7E0    08FE    006B60CC    ZwTraceEvent
00000900    0014E020    08FF    006B60D9    ZwTranslateFilePath
00000901    0014E060    0900    006B60ED    ZwUnloadDriver
00000902    0014E080    0901    006B60FC    ZwUnloadKey
00000903    0014E0C0    0902    006B6108    ZwUnloadKeyEx
00000904    0014E0E0    0903    006B6116    ZwUnlockFile
00000905    0014E100    0904    006B6123    ZwUnlockVirtualMemory
00000906    0014B160    0905    006B6139    ZwUnmapViewOfSection
00000907    0014E160    0906    006B614E    ZwUpdateWnfStateData
00000908    0014B780    0907    006B6163    ZwWaitForMultipleObjects
00000909    0014ACA0    0908    006B617C    ZwWaitForSingleObject
0000090A    0014AD20    0909    006B6192    ZwWriteFile
0000090B    0014B4E0    090A    006B619E    ZwYieldExecution
0000090C    0013D200    090B    006B61AF    __C_specific_handler
0000090D    00155790    090C    006B61C4    __chkstk
0000090E    0008FD80    090D    006B61CD    __misaligned_access
0000090F    001412C8    090E    006B61E1    _i64toa_s
00000910    00141578    090F    006B61EB    _i64tow_s
00000911    0013D3A4    0910    006B61F5    _itoa
00000912    001412EC    0911    006B61FB    _itoa_s
00000913    0013D424    0912    006B6203    _itow
00000914    0014159C    0913    006B6209    _itow_s
00000915    0013D4F0    0914    006B6211    _local_unwind
00000916    00141314    0915    006B621F    _ltoa_s
00000917    001415C4    0916    006B6227    _ltow_s
00000918    00141858    0917    006B622F    _makepath_s
00000919    0023EE3C    0918    006B623B    _purecall
0000091A    00156550    0919    006B6245    _setjmp
0000091B    00156610    091A    006B624D    _setjmpex
0000091C    0013D520    091B    006B6257    _snprintf
0000091D    00141984    091C    006B6261    _snprintf_s
0000091E    00141A38    091D    006B626D    _snscanf_s
0000091F    0013D5C4    091E    006B6278    _snwprintf
00000920    00141A70    091F    006B6283    _snwprintf_s
00000921    00141B30    0920    006B6290    _snwscanf_s
00000922    00141B68    0921    006B629C    _splitpath_s
00000923    0013D6D0    0922    006B62A9    _stricmp
00000924    0013D6D8    0923    006B62B2    _strlwr
00000925    0013D748    0924    006B62BA    _strnicmp
00000926    0013D750    0925    006B62C4    _strnset
00000927    00141DF4    0926    006B62CD    _strnset_s
00000928    0013D768    0927    006B62D8    _strrev
00000929    0013D7A0    0928    006B62E0    _strset
0000092A    00141E74    0929    006B62E8    _strset_s
0000092B    0013DA04    092A    006B62F2    _strtoui64
0000092C    0013CFB4    092B    006B62FD    _strupr
0000092D    0013DA2C    092C    006B6305    _swprintf
0000092E    00141338    092D    006B630F    _ui64toa_s
0000092F    001415E8    092E    006B631A    _ui64tow_s
00000930    0014134C    092F    006B6325    _ultoa_s
00000931    001415FC    0930    006B632E    _ultow_s
00000932    0013D0E8    0931    006B6337    _vsnprintf
00000933    001419A4    0932    006B6342    _vsnprintf_s
00000934    0013CFF8    0933    006B634F    _vsnwprintf
00000935    00141A90    0934    006B635B    _vsnwprintf_s
00000936    0013DAE0    0935    006B6369    _vswprintf
00000937    0013DB88    0936    006B6374    _wcsicmp
00000938    0013DBCC    0937    006B637D    _wcslwr
00000939    0013DC18    0938    006B6385    _wcsnicmp
0000093A    0013DC70    0939    006B638F    _wcsnset
0000093B    0013DC90    093A    006B6398    _wcsnset_s
0000093C    0013DD18    093B    006B63A3    _wcsrev
0000093D    0013DD58    093C    006B63AB    _wcsset_s
0000093E    0013DDB0    093D    006B63B5    _wcsupr
0000093F    00141EC4    093E    006B63BD    _wmakepath_s
00000940    00142024    093F    006B63CA    _wsplitpath_s
00000941    0013DDE0    0940    006B63D8    _wtoi
00000942    0013DE00    0941    006B63DE    _wtol
00000943    0013D1BC    0942    006B63E4    atoi
00000944    0013D1DC    0943    006B63E9    atol
00000945    0013DE18    0944    006B63EE    bsearch
00000946    0013DF0C    0945    006B63F6    bsearch_s
00000947    0013E018    0946    006B6400    isdigit
00000948    0013E038    0947    006B6408    islower
00000949    0013E058    0948    006B6410    isprint
0000094A    0013E078    0949    006B6418    isspace
0000094B    0013E098    094A    006B6420    isupper
0000094C    0013E0B8    094B    006B6428    isxdigit
0000094D    0013E0D8    094C    006B6431    longjmp
0000094E    0013E100    094D    006B6439    mbstowcs
0000094F    0013E1C0    094E    006B6442    mbtowc
00000950    0013E210    094F    006B6449    memchr
00000951    0013E240    0950    006B6450    memcmp
00000952    0015AA80    0951    006B6457    memcpy
00000953    001422D0    0952    006B645E    memcpy_s
00000954    0015AA80    0953    006B6467    memmove
00000955    0014236C    0954    006B646F    memmove_s
00000956    0015ADC0    0955    006B6479    memset
00000957    006B78FC    0956    006B6480    psMUITest
00000958    0013E310    0957    006B648A    qsort
00000959    0013E6C0    0958    006B6490    rand
0000095A    0013E6E8    0959    006B6495    sprintf
0000095B    001423D8    095A    006B649D    sprintf_s
0000095C    0013E6E0    095B    006B64A7    srand
0000095D    00142440    095C    006B64AD    sscanf_s
0000095E    0013E790    095D    006B64B6    strcat
0000095F    0014248C    095E    006B64BD    strcat_s
00000960    0013E8E8    095F    006B64C6    strchr
00000961    0013E920    0960    006B64CD    strcmp
00000962    0013E830    0961    006B64D4    strcpy
00000963    00142520    0962    006B64DB    strcpy_s
00000964    0013E9E0    0963    006B64E4    strlen
00000965    0013EAA0    0964    006B64EB    strncat
00000966    001425A0    0965    006B64F3    strncat_s
00000967    0013CEA0    0966    006B64FD    strncmp
00000968    0013EC50    0967    006B6505    strncpy
00000969    00142690    0968    006B650D    strncpy_s
0000096A    0013EDB4    0969    006B6517    strnlen
0000096B    0013EDCC    096A    006B651F    strrchr
0000096C    0013EDF4    096B    006B6527    strspn
0000096D    0013CF58    096C    006B652E    strstr
0000096E    00142778    096D    006B6535    strtok_s
0000096F    0013DA2C    096E    006B653E    swprintf
00000970    00141254    096F    006B6547    swprintf_s
00000971    0014289C    0970    006B6552    swscanf_s
00000972    0013EEBC    0971    006B655C    tolower
00000973    0013EEEC    0972    006B6564    toupper
00000974    0013EF4C    0973    006B656C    towlower
00000975    0013EF70    0974    006B6575    towupper
00000976    000BA0F0    0975    006B657E    vDbgPrintEx
00000977    0013C974    0976    006B658A    vDbgPrintExWithPrefix
00000978    0013EFEC    0977    006B65A0    vsprintf
00000979    001423F8    0978    006B65A9    vsprintf_s
0000097A    00141274    0979    006B65B4    vswprintf_s
0000097B    0013EFF8    097A    006B65C0    wcscat
0000097C    001428EC    097B    006B65C7    wcscat_s
0000097D    0013F040    097C    006B65D0    wcschr
0000097E    0013F060    097D    006B65D7    wcscmp
0000097F    0013F024    097E    006B65DE    wcscpy
00000980    00142988    097F    006B65E5    wcscpy_s
00000981    0013F09C    0980    006B65EE    wcscspn
00000982    0013F0E4    0981    006B65F6    wcslen
00000983    0013F100    0982    006B65FD    wcsncat
00000984    00142A0C    0983    006B6605    wcsncat_s
00000985    0013F13C    0984    006B660F    wcsncmp
00000986    0013F168    0985    006B6617    wcsncpy
00000987    00142B14    0986    006B661F    wcsncpy_s
00000988    0013F1B0    0987    006B6629    wcsnlen
00000989    0013F1D0    0988    006B6631    wcsrchr
0000098A    0013F1FC    0989    006B6639    wcsspn
0000098B    0013F248    098A    006B6640    wcsstr
0000098C    0013F2B0    098B    006B6647    wcstombs
0000098D    0013F588    098C    006B6650    wcstoul
0000098E    0013F65C    098D    006B6658    wctomb
